timestamp,child_id,academic_score,attendance_rate,homework_completion_rate,behavior_label,environment_location,alarm_triggered,risk_score
2025-03-30 01:29:00,050,73.8,71.1,57.3,safe,cafeteria,False,0.05
2025-02-27 00:26:00,021,66.9,81.2,88.1,pushing,classroom,False,0.73
2025-05-10 19:16:00,043,93.6,82.3,97.8,pushing,hallway,False,0.91
2025-04-02 20:33:00,024,95.1,79.8,83.3,safe,cafeteria,False,0.09
2025-02-13 23:11:00,015,76.3,76.4,70.6,running,hallway,False,0.89
2025-01-17 18:23:00,003,72.9,70.1,84.2,standing,hallway,False,0.96
2025-02-08 23:29:00,002,67.6,76.0,61.4,safe,cafeteria,False,0.09
2025-01-07 16:14:00,007,76.4,65.6,99.9,safe,playground,False,0.08
2025-06-10 00:02:00,005,100.0,64.6,71.6,falling,playground,True,0.62
2025-01-11 17:44:00,045,73.4,72.0,96.6,crying,classroom,False,0.52
2025-04-14 18:51:00,040,62.4,99.8,71.5,crying,classroom,False,0.58
2025-02-03 21:47:00,029,69.0,73.1,96.4,climbing,cafeteria,True,0.92
2025-02-20 21:13:00,041,86.3,97.5,66.8,safe,hallway,False,0.05
2025-01-10 19:59:00,032,64.2,75.7,88.0,jumping,hallway,True,0.71
2025-04-03 20:23:00,030,74.5,77.6,97.6,safe,playground,False,0.01
2025-06-12 23:36:00,008,82.1,91.9,82.3,running,playground,True,0.64
2025-06-12 20:37:00,032,65.4,63.7,83.9,standing,hallway,False,0.63
2025-03-15 18:53:00,042,48.5,67.3,55.1,safe,hallway,False,0.03
2025-03-16 18:10:00,002,58.9,99.0,73.7,standing,classroom,False,0.82
2025-03-25 00:32:00,010,62.1,80.2,94.3,pushing,hallway,False,0.9
2025-04-25 18:49:00,043,71.6,61.8,62.0,safe,hallway,False,0.07
2025-02-04 22:53:00,043,75.7,61.9,89.4,safe,cafeteria,False,0.04
2025-03-23 20:01:00,037,87.4,96.3,83.8,crying,hallway,False,0.84
2025-05-19 22:03:00,046,56.6,94.9,61.1,walking,playground,False,0.7
2025-05-19 20:36:00,003,85.2,78.3,64.1,running,playground,False,0.56
2025-02-11 21:07:00,023,69.4,66.5,71.4,safe,classroom,False,0.05
2025-03-23 00:56:00,034,48.2,93.2,56.3,safe,classroom,False,0.04
2025-06-07 00:01:00,018,75.2,73.0,95.7,running,cafeteria,False,0.9
2025-04-07 18:12:00,033,94.7,76.8,87.0,falling,classroom,True,0.81
2025-05-19 20:34:00,033,88.2,87.3,68.2,safe,hallway,False,0.07
2025-02-27 17:59:00,017,73.9,74.1,65.0,running,hallway,False,0.93
2025-02-21 18:57:00,006,91.9,85.1,84.5,safe,cafeteria,False,0.1
2025-01-21 22:59:00,013,77.9,95.4,71.2,safe,playground,False,0.08
2025-01-12 00:10:00,021,89.7,91.9,61.5,safe,hallway,True,0.04
2025-04-26 21:45:00,031,50.1,75.3,71.5,safe,hallway,False,0.05
2025-04-18 00:05:00,021,56.3,71.5,93.6,crying,cafeteria,False,0.58
2025-02-23 21:06:00,033,85.9,71.4,53.4,running,playground,False,0.85
2025-06-04 16:25:00,028,98.1,73.9,68.4,safe,classroom,False,0.1
2025-06-06 19:02:00,006,81.3,79.7,98.1,standing,hallway,False,0.52
2025-04-30 23:32:00,008,67.5,76.7,50.7,walking,playground,False,0.92
2025-06-08 16:46:00,013,62.2,65.3,94.5,pushing,cafeteria,True,0.94
2025-03-31 23:01:00,034,70.3,66.5,68.7,pushing,cafeteria,False,0.71
2025-01-31 18:42:00,040,93.2,73.7,59.5,climbing,playground,False,0.85
2025-05-05 16:32:00,022,69.9,82.5,50.7,safe,cafeteria,False,0.02
2025-05-10 17:31:00,001,90.7,83.7,53.5,standing,classroom,False,0.68
2025-05-27 22:16:00,013,84.8,79.4,58.6,climbing,playground,True,0.53
2025-01-20 01:48:00,001,100.0,89.6,51.3,standing,classroom,True,0.92
2025-02-02 16:34:00,010,78.0,89.5,66.8,running,cafeteria,False,0.51
2025-03-23 17:18:00,005,74.3,77.1,52.2,safe,classroom,False,0.07
2025-01-11 23:51:00,020,91.5,65.0,84.6,walking,classroom,False,0.72
2025-01-06 17:23:00,013,61.0,81.2,90.9,falling,classroom,False,0.98
2025-06-13 16:51:00,037,68.3,75.3,94.4,pushing,classroom,False,0.73
2025-02-16 00:46:00,010,49.8,65.5,77.5,safe,playground,True,0.07
2025-03-03 21:45:00,003,56.2,99.3,97.3,walking,cafeteria,True,0.76
2025-04-27 17:00:00,034,100.0,74.8,50.3,pushing,cafeteria,False,0.65
2025-01-03 17:28:00,034,85.4,85.0,56.7,standing,hallway,False,0.57
2025-05-09 23:09:00,030,54.4,79.6,64.7,pushing,classroom,False,0.58
2025-02-10 23:11:00,037,92.9,65.7,89.5,running,classroom,True,0.9
2025-05-23 01:59:00,004,64.4,62.2,94.3,safe,hallway,False,0.04
2025-06-03 00:45:00,034,84.6,85.0,80.9,pushing,hallway,False,0.61
2025-05-01 19:56:00,032,84.4,69.9,69.2,safe,classroom,False,0.05
2025-03-31 17:54:00,021,100.0,69.7,83.3,crying,cafeteria,False,0.71
2025-05-31 01:30:00,041,66.9,98.3,59.0,falling,hallway,False,0.86
2025-05-01 20:29:00,024,63.9,78.5,72.9,safe,classroom,False,0.06
2025-02-22 23:36:00,009,34.7,61.2,75.4,standing,cafeteria,False,0.78
2025-01-28 20:36:00,041,73.2,73.6,55.2,safe,playground,False,0.09
2025-02-04 16:43:00,024,85.9,83.4,51.7,safe,hallway,False,0.01
2025-02-12 23:14:00,025,87.9,73.1,87.5,safe,hallway,False,0.05
2025-02-17 19:47:00,036,93.8,61.1,76.7,running,cafeteria,True,0.53
2025-06-30 01:58:00,008,79.3,77.8,66.6,running,playground,True,0.56
2025-02-09 19:37:00,050,82.6,64.2,71.9,crying,cafeteria,False,0.7
2025-03-19 22:41:00,041,76.0,84.8,97.9,pushing,hallway,True,0.73
2025-03-04 16:51:00,029,85.6,84.8,69.2,crying,playground,False,0.9
2025-05-18 19:32:00,025,61.0,61.5,55.2,running,classroom,True,0.83
2025-06-16 22:04:00,035,53.9,71.6,73.2,crying,hallway,False,0.68
2025-03-06 18:38:00,038,62.6,76.5,82.4,falling,cafeteria,False,0.95
2025-01-04 16:34:00,028,78.2,82.0,50.6,safe,cafeteria,False,0.02
2025-06-26 17:46:00,019,55.5,71.8,66.6,safe,cafeteria,False,0.03
2025-04-13 20:28:00,032,65.5,71.5,69.7,running,cafeteria,False,0.89
2025-05-12 22:01:00,037,66.0,99.3,73.2,safe,cafeteria,False,0.03
2025-03-11 21:22:00,049,86.7,61.7,65.1,climbing,hallway,True,0.61
2025-02-25 21:15:00,028,84.9,99.6,83.3,standing,playground,False,0.95
2025-01-04 18:16:00,035,76.1,61.9,97.2,falling,cafeteria,True,0.98
2025-02-22 18:17:00,008,81.8,71.5,95.7,safe,cafeteria,True,0.02
2025-02-17 01:20:00,041,82.1,79.7,83.2,standing,classroom,False,0.61
2025-05-18 17:29:00,023,69.5,65.7,75.3,running,classroom,True,0.98
2025-03-24 01:30:00,040,66.9,65.4,91.3,safe,playground,False,0.01
2025-03-19 21:23:00,046,98.1,70.3,91.8,pushing,hallway,True,0.81
2025-03-05 00:51:00,023,37.7,98.9,91.5,safe,hallway,False,0.01
2025-02-27 19:38:00,032,63.9,75.2,57.9,climbing,playground,True,0.8
2025-01-02 00:57:00,010,71.9,82.6,51.3,safe,playground,False,0.09
2025-05-16 23:47:00,017,83.4,88.2,99.2,jumping,playground,False,0.8
2025-06-11 23:41:00,035,92.0,89.7,98.0,safe,cafeteria,False,0.06
2025-02-20 17:18:00,035,100.0,87.5,78.2,safe,hallway,False,0.08
2025-01-31 18:50:00,003,73.6,73.5,99.7,safe,playground,False,0.05
2025-03-13 01:03:00,036,74.6,64.5,88.5,standing,classroom,False,0.57
2025-03-14 18:19:00,029,80.4,71.3,75.9,safe,cafeteria,False,0.1
2025-06-05 23:18:00,049,67.0,68.4,69.5,safe,cafeteria,False,0.04
2025-03-03 16:28:00,046,57.2,65.5,79.6,running,cafeteria,True,0.9
2025-05-02 16:34:00,027,73.6,61.0,75.8,safe,cafeteria,False,0.08
2025-06-28 23:07:00,031,86.2,97.4,99.7,crying,playground,True,0.84
2025-04-06 21:38:00,034,71.4,96.8,74.5,falling,cafeteria,False,0.52
2025-06-07 20:53:00,012,81.2,62.0,91.8,standing,classroom,False,0.89
2025-03-01 00:13:00,037,47.0,66.9,90.7,walking,classroom,False,0.71
2025-05-16 21:59:00,025,75.3,65.6,53.6,walking,playground,False,0.74
2025-06-16 01:42:00,002,68.9,71.2,54.4,walking,cafeteria,False,0.72
2025-01-07 16:35:00,030,55.9,68.2,83.0,pushing,classroom,False,0.62
2025-04-16 17:05:00,044,84.9,97.8,63.0,walking,hallway,False,0.96
2025-03-24 17:26:00,009,100.0,63.4,82.9,safe,cafeteria,False,0.04
2025-03-16 21:08:00,023,89.8,68.5,57.2,standing,playground,False,0.75
2025-01-09 00:12:00,009,90.8,63.2,69.9,walking,hallway,False,0.56
2025-03-29 01:40:00,020,85.7,99.2,55.1,pushing,cafeteria,False,0.67
2025-01-05 00:54:00,001,84.7,96.7,64.1,running,hallway,True,0.71
2025-05-06 01:48:00,039,48.0,88.7,54.4,walking,cafeteria,False,0.93
2025-06-18 00:23:00,023,73.1,77.0,98.5,running,cafeteria,True,0.84
2025-06-21 16:10:00,018,82.6,67.6,69.8,safe,classroom,True,0.0
2025-01-19 17:03:00,042,83.0,68.9,95.1,jumping,hallway,True,0.53
2025-06-04 16:36:00,032,94.1,77.7,98.6,standing,hallway,True,0.81
2025-05-25 19:39:00,047,59.5,90.7,95.5,standing,playground,True,0.91
2025-02-04 18:58:00,009,84.1,70.6,72.7,safe,playground,False,0.01
2025-03-20 22:12:00,011,59.0,72.4,88.9,running,hallway,True,0.57
2025-03-09 16:58:00,001,71.8,84.0,57.7,walking,classroom,False,0.53
2025-01-12 16:42:00,011,74.1,69.5,54.7,safe,classroom,False,0.09
2025-04-09 16:37:00,033,87.9,83.4,93.8,safe,cafeteria,False,0.05
2025-03-19 19:57:00,030,86.2,75.5,51.6,walking,playground,False,0.84
2025-04-18 19:53:00,005,76.8,61.4,98.6,standing,playground,False,0.95
2025-06-28 18:20:00,050,42.7,76.1,83.6,running,playground,True,0.76
2025-02-03 00:00:00,001,81.7,96.8,71.0,falling,cafeteria,False,0.86
2025-06-07 20:42:00,010,71.0,71.7,57.1,jumping,classroom,True,0.53
2025-06-28 01:55:00,013,95.9,72.9,86.2,running,playground,True,0.95
2025-05-19 18:12:00,027,92.3,62.6,78.2,safe,cafeteria,False,0.06
2025-05-07 19:18:00,008,60.9,84.6,85.6,walking,hallway,False,0.79
2025-06-18 18:30:00,028,83.7,94.0,70.9,running,classroom,True,0.85
2025-04-30 22:10:00,045,84.0,74.1,53.3,pushing,hallway,True,0.61
2025-05-04 16:41:00,002,82.9,69.6,65.7,walking,playground,False,0.88
2025-05-08 22:30:00,012,81.0,98.3,65.8,running,cafeteria,True,0.65
2025-05-01 20:10:00,027,84.5,89.8,50.4,safe,classroom,False,0.05
2025-04-23 00:16:00,013,97.5,82.7,50.5,safe,playground,True,0.0
2025-05-14 23:07:00,022,66.7,72.2,66.5,safe,classroom,False,0.0
2025-03-08 00:29:00,040,61.4,68.8,86.4,safe,cafeteria,False,0.0
2025-01-06 19:18:00,015,86.7,88.6,81.2,safe,cafeteria,False,0.05
2025-05-11 00:55:00,031,46.7,80.9,62.0,walking,playground,True,0.72
2025-03-09 18:09:00,007,84.8,80.8,80.1,crying,classroom,False,0.73
2025-03-12 17:19:00,039,82.2,62.9,82.4,safe,cafeteria,False,0.02
2025-01-09 19:58:00,049,39.8,80.5,76.1,pushing,classroom,True,0.66
2025-06-27 17:14:00,035,65.5,92.9,76.1,falling,classroom,True,0.86
2025-03-19 21:14:00,007,98.6,97.9,68.5,safe,hallway,False,0.01
2025-05-14 00:32:00,012,53.1,64.3,56.2,safe,playground,True,0.03
2025-06-04 01:37:00,014,78.2,85.2,69.3,walking,playground,False,0.58
2025-01-03 20:57:00,034,59.9,82.7,67.3,crying,classroom,False,0.83
2025-06-12 23:52:00,039,64.4,95.6,79.6,crying,hallway,False,0.54
2025-06-10 19:41:00,048,100.0,90.0,92.8,crying,classroom,True,0.88
2025-03-02 23:29:00,009,76.9,98.6,68.8,standing,playground,True,0.7
2025-04-21 23:17:00,033,82.8,98.4,85.5,safe,playground,False,0.01
2025-06-29 23:27:00,012,73.3,69.0,90.6,crying,classroom,False,0.63
2025-04-28 18:29:00,034,52.3,89.0,60.6,running,classroom,False,0.9
2025-02-27 21:07:00,027,57.2,81.2,95.1,safe,classroom,False,0.03
2025-01-15 23:52:00,022,92.7,68.6,53.5,standing,playground,False,0.81
2025-01-25 00:52:00,018,77.3,67.8,95.1,safe,classroom,False,0.04
2025-03-09 16:41:00,046,63.4,63.2,58.2,walking,classroom,False,0.55
2025-06-24 01:20:00,044,74.7,91.8,66.9,safe,cafeteria,False,0.06
2025-02-12 21:27:00,018,84.9,73.0,80.3,running,playground,False,0.62
2025-06-08 16:40:00,037,81.8,94.3,95.3,running,classroom,False,0.97
2025-02-14 20:17:00,007,63.5,84.3,62.8,standing,hallway,False,0.52
2025-05-10 22:45:00,004,51.4,86.9,88.2,jumping,playground,False,0.68
2025-01-19 20:47:00,045,68.9,71.7,85.5,pushing,classroom,True,0.51
2025-04-21 21:47:00,016,91.6,78.3,58.0,standing,classroom,False,0.63
2025-02-15 17:11:00,022,87.8,76.5,74.0,safe,cafeteria,True,0.03
2025-01-21 00:07:00,048,81.2,69.4,74.1,pushing,cafeteria,False,0.52
2025-06-19 22:59:00,036,72.4,93.3,65.2,safe,playground,False,0.05
2025-05-18 21:41:00,020,67.2,84.9,89.0,safe,cafeteria,False,0.08
2025-04-23 19:09:00,031,72.7,61.5,96.3,safe,cafeteria,False,0.06
2025-03-06 18:51:00,033,86.7,92.8,85.8,safe,playground,False,0.08
2025-05-06 00:27:00,013,90.2,64.2,98.6,crying,hallway,False,0.93
2025-05-29 17:42:00,020,71.1,76.1,52.5,jumping,classroom,True,0.78
2025-04-09 19:12:00,041,100.0,82.9,51.9,walking,classroom,False,0.66
2025-04-09 21:23:00,042,76.4,60.3,94.7,climbing,cafeteria,True,0.62
2025-06-10 18:24:00,038,69.8,86.1,94.9,pushing,classroom,False,0.84
2025-05-23 19:15:00,022,97.1,86.4,55.4,climbing,cafeteria,False,0.55
2025-04-25 20:29:00,039,44.4,86.1,67.9,pushing,playground,True,0.54
2025-02-05 17:39:00,023,82.2,66.5,91.8,safe,playground,False,0.07
2025-03-03 17:26:00,048,73.9,70.2,56.4,safe,playground,False,0.08
2025-04-01 19:31:00,049,96.7,69.9,63.4,safe,classroom,False,0.05
2025-01-17 01:15:00,033,84.1,98.4,84.0,pushing,cafeteria,False,0.87
2025-06-17 16:34:00,041,77.1,62.7,99.1,running,cafeteria,True,0.52
2025-05-03 22:23:00,030,84.9,77.2,89.9,safe,classroom,False,0.06
2025-06-13 18:40:00,014,59.2,94.9,88.9,standing,playground,False,0.63
2025-04-18 20:23:00,047,89.5,90.8,67.1,safe,hallway,False,0.07
2025-04-15 16:03:00,036,54.8,92.9,83.1,safe,cafeteria,False,0.06
2025-01-17 21:44:00,008,80.4,98.9,55.7,walking,cafeteria,False,0.69
2025-02-10 22:16:00,047,75.5,75.5,99.6,pushing,classroom,True,0.6
2025-04-20 21:07:00,022,48.6,72.4,74.0,falling,hallway,True,0.71
2025-03-16 01:32:00,004,76.0,61.2,81.9,pushing,playground,True,0.8
2025-05-29 00:20:00,035,79.2,66.0,93.8,crying,cafeteria,False,0.62
2025-01-05 18:47:00,008,65.2,82.5,50.0,safe,classroom,False,0.07
2025-02-23 20:56:00,034,59.8,66.3,98.8,running,hallway,False,0.72
2025-05-24 01:55:00,022,82.4,89.5,68.0,pushing,classroom,False,0.61
2025-03-23 17:51:00,025,80.4,61.5,67.0,walking,hallway,False,0.62
2025-03-23 16:16:00,025,78.4,70.4,57.3,climbing,classroom,False,0.77
2025-03-13 18:35:00,040,75.1,87.8,92.9,safe,hallway,False,0.05
2025-05-13 22:59:00,040,66.5,70.2,93.5,falling,cafeteria,True,0.85
2025-01-15 18:00:00,017,100.0,89.2,51.0,safe,hallway,False,0.0
2025-05-07 22:46:00,016,70.5,99.8,52.8,safe,playground,False,0.03
2025-01-04 18:04:00,048,62.0,91.9,95.9,safe,cafeteria,False,0.08
2025-05-28 19:58:00,048,75.8,73.7,56.1,falling,playground,False,0.56
2025-01-28 19:44:00,039,72.3,96.0,81.0,climbing,cafeteria,True,0.62
2025-03-07 21:58:00,015,70.2,62.0,81.0,safe,hallway,False,0.08
2025-05-03 19:56:00,017,100.0,89.0,93.5,safe,cafeteria,False,0.01
2025-01-26 22:02:00,035,58.1,60.9,78.6,safe,classroom,False,0.02
2025-05-02 20:00:00,033,75.6,67.0,71.7,standing,hallway,True,0.76
2025-05-20 16:37:00,040,59.1,99.5,98.7,climbing,classroom,True,0.65
2025-03-01 22:53:00,039,66.9,74.4,61.4,safe,classroom,False,0.02
2025-06-13 01:45:00,018,100.0,92.8,63.1,falling,classroom,True,0.7
2025-03-31 00:31:00,030,79.2,75.0,54.2,running,classroom,True,0.53
2025-01-01 21:24:00,023,79.0,93.6,98.8,running,playground,True,0.64
2025-03-07 21:26:00,037,60.9,98.6,85.3,safe,hallway,False,0.01
2025-04-12 18:32:00,047,68.6,77.4,50.6,running,classroom,False,0.59
2025-04-18 00:01:00,007,100.0,82.4,85.2,crying,playground,False,0.7
2025-01-04 20:52:00,010,82.5,85.1,70.2,standing,cafeteria,False,0.63
2025-01-03 00:44:00,016,69.9,97.4,98.4,falling,classroom,True,0.58
2025-04-15 20:22:00,028,81.6,70.3,63.9,safe,classroom,False,0.01
2025-03-06 00:49:00,023,79.0,84.4,85.5,running,playground,True,0.96
2025-05-16 17:40:00,034,62.4,73.0,81.4,climbing,cafeteria,True,0.89
2025-01-22 18:25:00,018,69.5,68.7,50.6,walking,cafeteria,False,0.98
2025-02-06 00:53:00,047,100.0,63.4,94.3,standing,playground,False,0.58
2025-05-20 23:22:00,023,80.9,84.8,57.0,pushing,classroom,True,0.97
2025-03-03 22:08:00,020,51.5,95.3,83.2,safe,hallway,False,0.06
2025-02-15 01:39:00,031,82.7,74.1,88.8,safe,playground,False,0.06
2025-04-29 23:52:00,014,94.5,82.1,81.5,standing,hallway,False,0.54
2025-04-11 23:44:00,023,61.4,85.7,54.9,standing,classroom,False,0.82
2025-05-12 20:53:00,002,68.1,76.6,98.8,climbing,classroom,True,0.99
2025-06-02 17:43:00,029,96.8,96.1,61.8,safe,cafeteria,False,0.09
2025-06-05 18:46:00,050,75.5,74.5,81.4,walking,classroom,False,0.85
2025-04-18 16:11:00,009,72.9,65.0,89.9,running,cafeteria,True,0.85
2025-02-18 01:36:00,033,55.0,65.8,97.0,safe,cafeteria,False,0.02
2025-04-14 17:13:00,048,91.1,95.6,80.2,crying,classroom,False,0.89
2025-06-04 23:48:00,044,72.2,99.5,63.0,standing,cafeteria,True,0.72
2025-01-25 18:51:00,012,42.4,71.6,91.8,climbing,classroom,True,0.6
2025-01-28 17:24:00,019,51.4,65.7,58.2,running,cafeteria,False,0.6
2025-06-25 20:11:00,042,66.6,79.3,51.1,safe,cafeteria,False,0.08
2025-05-20 17:33:00,020,58.9,88.4,95.4,safe,classroom,False,0.02
2025-01-24 17:16:00,037,61.3,84.5,78.8,falling,hallway,True,0.6
2025-03-13 23:15:00,031,100.0,98.0,53.5,crying,playground,False,0.66
2025-05-10 20:34:00,035,85.6,92.7,79.0,walking,classroom,False,0.86
2025-02-25 19:40:00,041,36.3,94.8,57.3,falling,cafeteria,True,0.97
2025-02-12 22:39:00,021,70.3,81.7,51.6,standing,playground,False,0.95
2025-02-25 19:04:00,047,73.7,73.1,55.8,walking,hallway,False,0.8
2025-04-04 17:18:00,046,52.8,88.1,88.8,pushing,classroom,True,0.96
2025-06-10 16:26:00,043,83.0,77.6,87.8,climbing,cafeteria,False,0.81
2025-03-15 01:33:00,013,44.4,71.5,80.2,falling,cafeteria,False,0.99
2025-03-11 00:45:00,039,91.5,66.1,60.5,standing,classroom,False,0.52
2025-01-19 22:05:00,027,96.6,81.1,86.9,walking,cafeteria,False,0.6
2025-03-15 20:17:00,025,100.0,83.8,70.4,falling,playground,False,0.55
2025-03-09 16:20:00,002,51.4,82.8,75.5,walking,cafeteria,True,0.63
2025-06-25 01:51:00,035,54.4,64.7,94.9,standing,playground,False,0.8
2025-05-04 20:28:00,008,85.4,82.8,72.9,jumping,playground,False,0.85
2025-04-24 00:11:00,033,92.7,66.7,81.3,climbing,classroom,False,0.87
2025-02-04 18:01:00,025,87.1,86.5,98.1,walking,cafeteria,False,0.81
2025-01-29 17:08:00,021,91.2,77.2,72.6,walking,playground,False,0.64
2025-04-28 16:43:00,036,95.7,94.0,78.0,jumping,cafeteria,True,0.64
2025-02-13 01:18:00,013,78.0,91.1,79.2,safe,playground,False,0.02
2025-03-19 18:29:00,046,71.8,89.0,62.0,falling,hallway,True,0.82
2025-04-21 17:02:00,009,54.5,88.0,86.8,safe,classroom,False,0.07
2025-04-19 22:39:00,035,70.5,82.4,86.3,safe,classroom,False,0.03
2025-04-24 20:52:00,046,72.8,62.4,60.7,walking,classroom,True,0.78
2025-06-28 00:04:00,036,60.8,86.2,50.7,safe,playground,False,0.02
2025-03-28 22:23:00,049,74.4,78.7,99.9,standing,hallway,False,0.6
2025-03-12 16:13:00,047,59.1,78.8,79.1,running,playground,False,0.67
2025-04-23 20:41:00,044,91.7,75.2,59.1,safe,classroom,False,0.07
2025-02-25 00:10:00,046,81.4,97.2,64.2,safe,playground,False,0.02
2025-04-03 01:39:00,010,68.1,70.0,80.9,falling,classroom,True,0.84
2025-03-24 17:36:00,005,77.8,72.7,56.9,walking,cafeteria,False,0.92
2025-06-16 23:09:00,031,58.4,98.5,51.9,safe,playground,False,0.07
2025-02-17 23:43:00,024,59.9,92.4,89.9,safe,cafeteria,False,0.1
2025-03-11 19:08:00,032,65.5,60.6,85.8,pushing,playground,False,0.67
2025-04-13 17:34:00,049,72.1,96.2,65.5,falling,classroom,True,0.82
2025-04-07 01:50:00,049,77.1,69.1,52.9,pushing,cafeteria,False,0.66
2025-02-21 22:58:00,003,77.2,88.2,74.3,walking,playground,False,0.84
2025-02-21 20:53:00,016,55.2,82.1,63.8,safe,classroom,False,0.05
2025-03-10 21:25:00,041,73.8,81.5,69.9,walking,playground,False,0.75
2025-04-09 17:33:00,049,62.7,88.7,63.7,safe,cafeteria,False,0.09
2025-02-10 16:27:00,020,23.9,68.3,58.8,safe,playground,False,0.03
2025-01-04 01:43:00,044,100.0,66.4,69.3,walking,playground,False,0.66
2025-01-06 23:19:00,024,63.0,86.1,98.2,running,cafeteria,False,0.83
2025-05-11 22:46:00,034,63.9,71.6,63.3,climbing,classroom,True,0.62
2025-06-07 23:52:00,048,54.8,99.0,66.8,running,playground,False,0.71
2025-01-15 18:41:00,023,59.1,78.1,66.5,climbing,playground,True,0.66
2025-04-14 23:40:00,038,72.2,64.5,74.0,running,hallway,True,0.89
2025-02-14 17:54:00,002,95.3,87.4,92.2,falling,hallway,False,0.99
2025-03-22 22:02:00,041,72.1,72.2,70.1,standing,classroom,False,0.64
2025-06-08 16:28:00,005,70.1,65.9,90.3,crying,cafeteria,False,0.59
2025-06-26 17:03:00,018,93.0,76.9,55.8,pushing,classroom,False,0.94
2025-05-16 20:51:00,050,67.1,98.6,94.7,safe,classroom,False,0.06
2025-03-31 23:35:00,029,75.3,76.5,59.3,walking,classroom,False,0.85
2025-06-07 16:19:00,010,61.2,73.9,52.0,jumping,playground,True,0.84
2025-01-12 23:18:00,042,100.0,77.8,57.9,safe,playground,False,0.03
2025-01-07 22:31:00,042,90.7,60.5,59.5,safe,classroom,False,0.03
2025-06-19 21:47:00,050,72.7,65.3,75.4,safe,classroom,False,0.09
2025-04-09 00:52:00,016,69.0,94.0,72.5,pushing,hallway,False,0.67
2025-05-02 19:25:00,023,74.5,99.1,85.8,pushing,cafeteria,False,0.53
2025-03-16 16:50:00,030,72.9,66.3,52.5,running,classroom,True,0.56
2025-05-28 21:49:00,006,51.8,81.4,74.9,walking,hallway,False,0.84
2025-05-28 17:16:00,044,91.2,98.7,66.6,standing,classroom,False,0.93
2025-05-14 01:14:00,036,71.6,66.3,81.5,crying,cafeteria,False,0.54
2025-05-10 19:45:00,020,100.0,67.5,52.2,falling,classroom,False,0.88
2025-05-21 19:08:00,016,81.3,97.1,51.7,walking,cafeteria,False,0.72
2025-03-07 01:59:00,028,37.2,88.2,71.4,walking,playground,False,0.52
2025-05-01 19:29:00,026,55.8,66.1,90.6,pushing,cafeteria,True,0.6
2025-04-16 00:11:00,022,42.8,75.7,83.6,crying,classroom,False,0.94
2025-06-20 18:43:00,011,55.6,62.3,50.8,safe,hallway,False,0.02
2025-05-07 22:26:00,001,50.5,77.3,58.9,safe,playground,False,0.06
2025-03-28 22:30:00,005,78.8,91.1,61.3,pushing,hallway,True,0.59
2025-05-01 23:38:00,049,70.3,82.2,71.2,safe,classroom,False,0.06
2025-02-11 16:09:00,043,86.1,85.9,79.3,running,playground,False,0.61
2025-05-17 21:13:00,046,74.4,73.1,60.8,standing,hallway,False,0.85
2025-02-08 21:35:00,041,71.4,66.5,69.1,running,classroom,False,0.52
2025-02-01 19:41:00,042,100.0,60.5,79.2,safe,hallway,False,0.0
2025-05-25 20:19:00,036,78.3,92.9,69.2,running,cafeteria,True,0.65
2025-06-11 16:06:00,002,73.8,85.5,57.2,falling,cafeteria,True,0.58
2025-01-14 23:01:00,006,62.2,69.2,74.6,safe,classroom,False,0.08
2025-03-10 16:52:00,027,57.4,76.7,66.2,walking,hallway,False,0.84
2025-03-22 17:28:00,026,86.6,92.1,93.2,safe,classroom,False,0.07
2025-05-01 16:38:00,035,85.7,81.5,88.8,running,hallway,True,0.59
2025-06-10 16:59:00,013,98.6,72.0,59.5,standing,playground,False,0.99
2025-01-21 00:48:00,012,82.2,70.7,57.6,safe,classroom,False,0.0
2025-02-05 23:34:00,018,69.1,68.7,67.4,walking,classroom,False,0.81
2025-06-10 21:59:00,038,82.7,92.9,70.6,safe,hallway,False,0.08
2025-01-14 00:48:00,042,73.8,83.3,96.6,safe,classroom,False,0.05
2025-05-08 01:56:00,006,88.0,88.4,65.1,jumping,playground,False,0.91
2025-04-28 00:11:00,028,95.0,94.4,93.4,climbing,hallway,False,0.75
2025-02-06 01:30:00,028,72.5,99.5,75.3,climbing,hallway,False,0.68
2025-01-23 18:00:00,025,100.0,70.0,94.3,running,hallway,False,0.59
2025-03-01 16:11:00,005,92.8,67.2,85.1,standing,playground,False,0.9
2025-06-10 19:13:00,015,75.3,78.5,85.4,safe,playground,False,0.06
2025-03-12 00:00:00,047,85.1,61.4,75.9,crying,classroom,False,0.7
2025-04-23 23:31:00,044,79.6,91.7,92.0,safe,hallway,False,0.02
2025-04-04 00:30:00,009,75.3,95.4,62.7,safe,playground,False,0.03
2025-03-17 17:40:00,045,100.0,87.4,95.4,safe,cafeteria,False,0.07
2025-01-17 18:13:00,048,82.8,70.7,81.8,safe,classroom,False,0.02
2025-01-01 20:29:00,002,62.4,64.9,71.9,safe,playground,False,0.09
2025-06-19 23:59:00,049,59.6,75.3,99.1,safe,playground,True,0.09
2025-05-21 22:27:00,009,60.2,93.3,93.1,safe,playground,False,0.06
2025-04-28 22:42:00,026,82.3,73.9,88.6,safe,classroom,False,0.09
2025-06-06 19:52:00,023,69.9,61.4,63.7,safe,playground,False,0.04
2025-02-17 01:50:00,028,80.0,71.0,98.7,safe,playground,False,0.06
